HardwareVendor,SystemEnclosure,Nodes,JVMVendor,Processor,MHz,Chips,Cores,TotalThreads,TotalMemoryGB,OverallPowerUsageWatt,SystemEnclosure_split,SystemEnclosure_len,year,SystemEnclosure_cleaned,Processor_general
ASUSTeK Computer Inc.,"RS720-E9/RS8  Dec 6, 2018 | HTML | Text",1,Oracle,Intel Xeon Platinum 8180,2500,2,56,112,192,12727,"['RS720-E9/RS8  Dec 6', ' 2018 ']",2, 2018 ,RS720-E9/RS8 ,Intel
Hewlett Packard Enterprise,"ProLiant DL360 Gen11  Mar 12, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,2,128,256,256,14506,"['ProLiant DL360 Gen11  Mar 12', ' 2024 ']",2, 2024 ,ProLiant DL360 Gen11  ,Intel
Hewlett Packard Enterprise,"ProLiant DL360 Gen11  Mar 12, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,2,128,256,256,14736,"['ProLiant DL360 Gen11  Mar 12', ' 2024 ']",2, 2024 ,ProLiant DL360 Gen11  ,Intel
Hewlett Packard Enterprise,"ProLiant DL380 Gen11  Mar 12, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8592+ Processor 1.90 GHz,1900,2,128,256,256,16340,"['ProLiant DL380 Gen11  Mar 12', ' 2024 ']",2, 2024 ,ProLiant DL380 Gen11  ,Intel
Hewlett Packard Enterprise,"ProLiant DL380a Gen11  May 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8592+ 1.90 GHz (Intel Turbo Boost Technology up to 3.90 GHz),1900,2,128,256,256,14827,"['ProLiant DL380a Gen11  May 2', ' 2024 ']",2, 2024 ,ProLiant DL380a Gen11 ,Intel
Hewlett Packard Enterprise,"ProLiant DL320 Gen11  May 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8581V 2.00 GHz (Intel Turbo Boost Technology up to 3.9 GHz),2000,1,60,120,128,14291,"['ProLiant DL320 Gen11  May 2', ' 2024 ']",2, 2024 ,ProLiant DL320 Gen11 ,Intel
Hewlett Packard Enterprise,"ProLiant DL380a Gen11  May 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8592+ 1.90 GHz (Intel Turbo Boost Technology up to 3.90 GHz),1900,2,128,256,256,15365,"['ProLiant DL380a Gen11  May 2', ' 2024 ']",2, 2024 ,ProLiant DL380a Gen11 ,Intel
Hewlett Packard Enterprise,"ProLiant DL320 Gen11  May 2, 2024 | HTML | Text",1,Oracle,Intel Xeon Platinum 8581V 2.00 GHz (Intel Turbo Boost Technology up to 3.9 GHz),2000,1,60,120,128,14912,"['ProLiant DL320 Gen11  May 2', ' 2024 ']",2, 2024 ,ProLiant DL320 Gen11 ,Intel
Hewlett-Packard Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)  Jul 2, 2009 | HTML | Text",1,Oracle,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,1307,"['ProLiant DL385 G6 (2.6GHz', ' AMD Opteron 2435 processor)  Jul 2', ' 2009 ']",3, 2009 ,ProLiant DL385 G6 (2.6GHz  AMD Opteron 2435 processor) ,AMD
Hewlett-Packard Company,"Proliant DL360 G5 (3.0 GHz, Intel Xeon processor E5450)  Dec 11, 2007 | HTML | Text",1,Bea,Intel Xeon E5450,3000,2,8,8,16,662,"['Proliant DL360 G5 (3.0 GHz', ' Intel Xeon processor E5450)  Dec 11', ' 2007 ']",3, 2007 ,Proliant DL360 G5 (3.0 GHz  Intel Xeon processor E5450)  ,Intel
Hewlett-Packard Company,"Proliant DL160 G5 (3.0 GHz, Intel Xeon processor E5450)  Dec 11, 2007 | HTML | Text",1,Bea,Intel Xeon E5450,3000,2,8,8,16,698,"['Proliant DL160 G5 (3.0 GHz', ' Intel Xeon processor E5450)  Dec 11', ' 2007 ']",3, 2007 ,Proliant DL160 G5 (3.0 GHz  Intel Xeon processor E5450)  ,Intel
Hewlett-Packard Company,"Proliant DL580 G5 (1.86 GHz, Intel Xeon processor L7345)  Dec 11, 2007 | HTML | Text",1,Bea,Intel Xeon L7345,1860,4,16,16,16,546,"['Proliant DL580 G5 (1.86 GHz', ' Intel Xeon processor L7345)  Dec 11', ' 2007 ']",3, 2007 ,Proliant DL580 G5 (1.86 GHz  Intel Xeon processor L7345)  ,Intel
Hewlett-Packard Company,"Proliant DL180 G5 (3.00 GHz, Intel Xeon processor E5450)  Jan 30, 2008 | HTML | Text",1,Bea,Intel Xeon E5450,3000,2,8,8,16,778,"['Proliant DL180 G5 (3.00 GHz', ' Intel Xeon processor E5450)  Jan 30', ' 2008 ']",3, 2008 ,Proliant DL180 G5 (3.00 GHz  Intel Xeon processor E5450)  ,Intel
Hewlett-Packard Company,"ProLiant DL180 G5 (2.50 GHz, Intel Xeon processor L5420)  May 21, 2008 | HTML | Text",1,Bea,Intel Xeon L5420,2500,2,8,8,8,930,"['ProLiant DL180 G5 (2.50 GHz', ' Intel Xeon processor L5420)  May 21', ' 2008 ']",3, 2008 ,ProLiant DL180 G5 (2.50 GHz  Intel Xeon processor L5420)  ,Intel
Hewlett-Packard Company,"ProLiant DL360 G5 (3.00 GHz, Intel Xeon processor E5450)  Jun 4, 2008 | HTML | Text",1,Bea,Intel Xeon E5450,3000,2,8,8,16,NC,"['ProLiant DL360 G5 (3.00 GHz', ' Intel Xeon processor E5450)  Jun 4', ' 2008 ']",3, 2008 ,ProLiant DL360 G5 (3.00 GHz  Intel Xeon processor E5450) ,Intel
Hewlett-Packard Company,"ProLiant DL160 G5 (2.50 GHz, Intel Xeon processor L5420)  Jun 18, 2008 | HTML | Text",1,Bea,Intel Xeon L5420,2500,2,8,8,16,734,"['ProLiant DL160 G5 (2.50 GHz', ' Intel Xeon processor L5420)  Jun 18', ' 2008 ']",3, 2008 ,ProLiant DL160 G5 (2.50 GHz  Intel Xeon processor L5420)  ,Intel
Hewlett-Packard Company,"ProLiant DL120 G5 (2.83 GHz, Intel Xeon processor X3360)  Jun 20, 2008 | HTML | Text",1,Bea,Intel Xeon X3360,2833,1,4,4,8,908,"['ProLiant DL120 G5 (2.83 GHz', ' Intel Xeon processor X3360)  Jun 20', ' 2008 ']",3, 2008 ,ProLiant DL120 G5 (2.83 GHz  Intel Xeon processor X3360)  ,Intel
Hewlett-Packard Company,"ProLiant DL385 G5 (2.30GHz, AMD Opteron processor 2356)  Nov 20, 2008 | HTML | Text",1,Oracle,AMD Opteron 2356,2300,2,8,8,8,498,"['ProLiant DL385 G5 (2.30GHz', ' AMD Opteron processor 2356)  Nov 20', ' 2008 ']",3, 2008 ,ProLiant DL385 G5 (2.30GHz  AMD Opteron processor 2356)  ,AMD
Hewlett-Packard Company,"ProLiant DL585 G5 (2.70GHz, AMD Opteron 8384)  Dec 4, 2008 | HTML | Text",1,Oracle,AMD Opteron 8384,2700,4,16,16,16,763,"['ProLiant DL585 G5 (2.70GHz', ' AMD Opteron 8384)  Dec 4', ' 2008 ']",3, 2008 ,ProLiant DL585 G5 (2.70GHz  AMD Opteron 8384) ,AMD
Hewlett-Packard Company,"ProLiant DL385 G5p (2.70GHz, AMD Opteron processor 2384)  Dec 4, 2008 | HTML | Text",1,Oracle,AMD Opteron 2384,2700,2,8,8,8,835,"['ProLiant DL385 G5p (2.70GHz', ' AMD Opteron processor 2384)  Dec 4', ' 2008 ']",3, 2008 ,ProLiant DL385 G5p (2.70GHz  AMD Opteron processor 2384) ,AMD
Hewlett-Packard Company,"ProLiant DL365 G5 (2.70GHz, AMD Opteron processor 2384)  Jan 14, 2009 | HTML | Text",1,Bea,AMD Opteron 2384,2700,2,8,8,8,817,"['ProLiant DL365 G5 (2.70GHz', ' AMD Opteron processor 2384)  Jan 14', ' 2009 ']",3, 2009 ,ProLiant DL365 G5 (2.70GHz  AMD Opteron processor 2384)  ,AMD
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)  Feb 25, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,866,"['ProLiant DL785 G5 (2.30GHz', ' AMD Opteron 8376 HE)  Feb 25', ' 2009 ']",3, 2009 ,ProLiant DL785 G5 (2.30GHz  AMD Opteron 8376 HE)  ,Quad-Core
Hewlett-Packard Company,"ProLiant DL785 G5 (2.30GHz, AMD Opteron 8376 HE)  Feb 25, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8376 HE,2300,8,32,32,32,872,"['ProLiant DL785 G5 (2.30GHz', ' AMD Opteron 8376 HE)  Feb 25', ' 2009 ']",3, 2009 ,ProLiant DL785 G5 (2.30GHz  AMD Opteron 8376 HE)  ,Quad-Core
Hewlett-Packard Company,"ProLiant DL380 G6 (2.26GHz, Intel Xeon L5520 processor)  Apr 8, 2009 | HTML | Text",1,Oracle,Intel Xeon L5520,2266,2,8,16,8,NC,"['ProLiant DL380 G6 (2.26GHz', ' Intel Xeon L5520 processor)  Apr 8', ' 2009 ']",3, 2009 ,ProLiant DL380 G6 (2.26GHz  Intel Xeon L5520 processor) ,Intel
Hewlett-Packard Company,"ProLiant DL380 G5 (3.00GHz, Intel Xeon 5160 processor)  Apr 8, 2009 | HTML | Text",1,Bea,Intel Xeon 5160,3000,2,4,4,8,382,"['ProLiant DL380 G5 (3.00GHz', ' Intel Xeon 5160 processor)  Apr 8', ' 2009 ']",3, 2009 ,ProLiant DL380 G5 (3.00GHz  Intel Xeon 5160 processor) ,Intel
Hewlett-Packard Company,"ProLiant DL380 G5 (2.66GHz, Intel Xeon L5430 processor)  Apr 8, 2009 | HTML | Text",1,Bea,Intel Xeon L5430,2666,2,8,8,16,734,"['ProLiant DL380 G5 (2.66GHz', ' Intel Xeon L5430 processor)  Apr 8', ' 2009 ']",3, 2009 ,ProLiant DL380 G5 (2.66GHz  Intel Xeon L5430 processor) ,Intel
Hewlett-Packard Company,"ProLiant DL380 G4 (3.8GHz, Intel Xeon processor)  Apr 8, 2009 | HTML | Text",1,Sun,Intel Xeon 3.8GHz,3800,2,2,4,8,45.2,"['ProLiant DL380 G4 (3.8GHz', ' Intel Xeon processor)  Apr 8', ' 2009 ']",3, 2009 ,ProLiant DL380 G4 (3.8GHz  Intel Xeon processor) ,Intel
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93GHz, Intel Xeon processor X5570)  Apr 23, 2009 | HTML | Text",1,Oracle,Intel Xeon X5570,2933,2,8,16,8,1586,"['ProLiant DL360 G6 (2.93GHz', ' Intel Xeon processor X5570)  Apr 23', ' 2009 ']",3, 2009 ,ProLiant DL360 G6 (2.93GHz  Intel Xeon processor X5570)  ,Intel
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)  Jun 3, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,905,"['ProLiant DL785 G5 (2.50GHz', ' AMD Opteron 8381 HE)  Jun 3', ' 2009 ']",3, 2009 ,ProLiant DL785 G5 (2.50GHz  AMD Opteron 8381 HE) ,Quad-Core
Hewlett-Packard Company,"ProLiant DL785 G5 (2.50GHz, AMD Opteron 8381 HE)  Jun 3, 2009 | HTML | Text",1,Oracle,Quad-Core AMD Opteron(r) Processor 8381 HE,2500,8,32,32,32,927,"['ProLiant DL785 G5 (2.50GHz', ' AMD Opteron 8381 HE)  Jun 3', ' 2009 ']",3, 2009 ,ProLiant DL785 G5 (2.50GHz  AMD Opteron 8381 HE) ,Quad-Core
Hewlett-Packard Company,"ProLiant SL2x170z G6 ProLiant SL6000  Jul 2, 2009 | HTML | Text",4,Oracle,Intel Xeon L5520,2267,8,32,64,32,NC,"['ProLiant SL2x170z G6 ProLiant SL6000  Jul 2', ' 2009 ']",2, 2009 ,ProLiant SL2x170z G6 ProLiant SL6000 ,Intel
Hewlett-Packard Company,"ProLiant BL280c G6 HP BladeSystem c7000 Enclosure  Jul 15, 2009 | HTML | Text",16,Oracle,Intel Xeon L5520,2267,32,128,256,128,1877,"['ProLiant BL280c G6 HP BladeSystem c7000 Enclosure  Jul 15', ' 2009 ']",2, 2009 ,ProLiant BL280c G6 HP BladeSystem c7000 Enclosure  ,Intel
Hewlett-Packard Company,"ProLiant DL360 G6  Aug 5, 2009 | HTML | Text",1,Oracle,Intel Xeon L5520,2267,2,8,16,8,NC,"['ProLiant DL360 G6  Aug 5', ' 2009 ']",2, 2009 ,ProLiant DL360 G6 ,Intel
Hewlett-Packard Company,"ProLiant DL385 G6 (2.6GHz, AMD Opteron 2435 processor)  Aug 26, 2009 | HTML | Text",1,IBM,2.6 GHz AMD Opteron 2435,2600,2,12,12,16,1394,"['ProLiant DL385 G6 (2.6GHz', ' AMD Opteron 2435 processor)  Aug 26', ' 2009 ']",3, 2009 ,ProLiant DL385 G6 (2.6GHz  AMD Opteron 2435 processor)  ,AMD
Hewlett-Packard Company,"ProLiant DL785 G6 (2.1 GHz, AMD Opteron 8425 HE)  Sep 14, 2009 | HTML | Text",1,IBM,Six-Core AMD Opteron(r) Processor 8425 HE,2100,8,48,48,32,1297,"['ProLiant DL785 G6 (2.1 GHz', ' AMD Opteron 8425 HE)  Sep 14', ' 2009 ']",3, 2009 ,ProLiant DL785 G6 (2.1 GHz  AMD Opteron 8425 HE)  ,Six-Core
Hewlett-Packard Company,"ProLiant SL2x170z G6 (2.4 GHz, Intel Xeon L5530) ProLiant SL6000  Nov 4, 2009 | HTML | Text",4,IBM,Intel Xeon L5530,2400,8,32,64,32,2316,"['ProLiant SL2x170z G6 (2.4 GHz', ' Intel Xeon L5530) ProLiant SL6000  Nov 4', ' 2009 ']",3, 2009 ,ProLiant SL2x170z G6 (2.4 GHz  Intel Xeon L5530) ProLiant SL6000 ,Intel
Hewlett-Packard Company,"ProLiant DL360 G6  Nov 4, 2009 | HTML | Text",1,IBM,Intel Xeon L5530,2400,2,8,16,8,2013,"['ProLiant DL360 G6  Nov 4', ' 2009 ']",2, 2009 ,ProLiant DL360 G6 ,Intel
Hewlett-Packard Company,"ProLiant DL380 G6  Nov 4, 2009 | HTML | Text",1,IBM,Intel Xeon L5530,2400,2,8,16,8,2012,"['ProLiant DL380 G6  Nov 4', ' 2009 ']",2, 2009 ,ProLiant DL380 G6 ,Intel
Hewlett-Packard Company,"ProLiant BL2x220c G6 HP BladeSystem c7000 Enclosure  Nov 18, 2009 | HTML | Text",32,IBM,Intel Xeon L5520,2266,64,256,512,256,2113,"['ProLiant BL2x220c G6 HP BladeSystem c7000 Enclosure  Nov 18', ' 2009 ']",2, 2009 ,ProLiant BL2x220c G6 HP BladeSystem c7000 Enclosure  ,Intel
Hewlett-Packard Company,"ProLiant DL170h G6 (2.4 GHz, Intel Xeon L5530) ProLiant h1000 G6  Jan 13, 2010 | HTML | Text",4,IBM,Intel Xeon L5530,2400,8,32,64,32,2188,"['ProLiant DL170h G6 (2.4 GHz', ' Intel Xeon L5530) ProLiant h1000 G6  Jan 13', ' 2010 ']",3, 2010 ,ProLiant DL170h G6 (2.4 GHz  Intel Xeon L5530) ProLiant h1000 G6  ,Intel
Hewlett-Packard Company,"ProLiant DL385 G7 (2.2GHz, AMD Opteron 6174)  Apr 7, 2010 | HTML | Text",1,IBM,AMD Opteron 6174,2200,2,12,24,16,2355,"['ProLiant DL385 G7 (2.2GHz', ' AMD Opteron 6174)  Apr 7', ' 2010 ']",3, 2010 ,ProLiant DL385 G7 (2.2GHz  AMD Opteron 6174) ,AMD
Hewlett-Packard Company,"ProLiant SL2X170z G6 ProLiant SL6000  Apr 21, 2010 | HTML | Text",4,IBM,Intel Xeon X5670,2933,8,48,96,64,3106,"['ProLiant SL2X170z G6 ProLiant SL6000  Apr 21', ' 2010 ']",2, 2010 ,ProLiant SL2X170z G6 ProLiant SL6000  ,Intel
Hewlett-Packard Company,"ProLiant DL360 G6 (2.93 GHz, Intel Xeon X5670 processor)  Apr 21, 2010 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,16,2692,"['ProLiant DL360 G6 (2.93 GHz', ' Intel Xeon X5670 processor)  Apr 21', ' 2010 ']",3, 2010 ,ProLiant DL360 G6 (2.93 GHz  Intel Xeon X5670 processor)  ,Intel
Hewlett-Packard Company,"ProLiant DL380 G6 (2.93 GHz, Intel Xeon X5670 processor)  Apr 21, 2010 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,16,2780,"['ProLiant DL380 G6 (2.93 GHz', ' Intel Xeon X5670 processor)  Apr 21', ' 2010 ']",3, 2010 ,ProLiant DL380 G6 (2.93 GHz  Intel Xeon X5670 processor)  ,Intel
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor) ProLiant h1000 G6  Apr 21, 2010 | HTML | Text",4,IBM,Intel Xeon X5670,2933,8,48,96,64,2882,"['ProLiant DL170h G6 (2.93 GHz', ' Intel Xeon X5670 processor) ProLiant h1000 G6  Apr 21', ' 2010 ']",3, 2010 ,ProLiant DL170h G6 (2.93 GHz  Intel Xeon X5670 processor) ProLiant h1000 G6  ,Intel
Hewlett-Packard Company,"ProLiant DL170h G6 (2.93 GHz, Intel Xeon X5670 processor) ProLiant h1000 G6  May 13, 2010 | HTML | Text",4,IBM,Intel Xeon X5670,2933,8,48,96,64,3008,"['ProLiant DL170h G6 (2.93 GHz', ' Intel Xeon X5670 processor) ProLiant h1000 G6  May 13', ' 2010 ']",3, 2010 ,ProLiant DL170h G6 (2.93 GHz  Intel Xeon X5670 processor) ProLiant h1000 G6  ,Intel
Hewlett-Packard Company,"ProLiant SL2x170z G6 ProLiant SL6000  Jun 2, 2010 | HTML | Text",4,IBM,Intel Xeon L5530,2400,8,32,64,32,2357,"['ProLiant SL2x170z G6 ProLiant SL6000  Jun 2', ' 2010 ']",2, 2010 ,ProLiant SL2x170z G6 ProLiant SL6000 ,Intel
Hewlett-Packard Company,"ProLiant SL2x170z G6 ProLiant SL6000  Jun 17, 2010 | HTML | Text",4,IBM,Intel Xeon L5640,2267,8,48,96,64,3210,"['ProLiant SL2x170z G6 ProLiant SL6000  Jun 17', ' 2010 ']",2, 2010 ,ProLiant SL2x170z G6 ProLiant SL6000  ,Intel
Hewlett-Packard Company,"ProLiant DL360 G7 (2.26 GHz, Intel Xeon L5640 processor)  Jul 28, 2010 | HTML | Text",1,IBM,Intel Xeon L5640,2266,2,12,24,16,2979,"['ProLiant DL360 G7 (2.26 GHz', ' Intel Xeon L5640 processor)  Jul 28', ' 2010 ']",3, 2010 ,ProLiant DL360 G7 (2.26 GHz  Intel Xeon L5640 processor)  ,Intel
Hewlett-Packard Company,"ProLiant DL380 G7 (2.26 GHz, Intel Xeon L5640 processor)  Aug 11, 2010 | HTML | Text",1,IBM,Intel Xeon L5640,2266,2,12,24,16,3052,"['ProLiant DL380 G7 (2.26 GHz', ' Intel Xeon L5640 processor)  Aug 11', ' 2010 ']",3, 2010 ,ProLiant DL380 G7 (2.26 GHz  Intel Xeon L5640 processor)  ,Intel
Hewlett-Packard Company,"ProLiant DL170e G6 HP ProLiant DL2000  Dec 1, 2010 | HTML | Text",4,IBM,Intel Xeon L5640,2267,8,48,96,64,3212,"['ProLiant DL170e G6 HP ProLiant DL2000  Dec 1', ' 2010 ']",2, 2010 ,ProLiant DL170e G6 HP ProLiant DL2000 ,Intel
Hewlett-Packard Company,"ProLiant DL380 G7 (3.07 GHz, Intel Xeon X5675 processor)  Feb 24, 2011 | HTML | Text",1,IBM,Intel Xeon X5675,3067,2,12,24,16,3197,"['ProLiant DL380 G7 (3.07 GHz', ' Intel Xeon X5675 processor)  Feb 24', ' 2011 ']",3, 2011 ,ProLiant DL380 G7 (3.07 GHz  Intel Xeon X5675 processor)  ,Intel
Hewlett-Packard Company,"ProLiant SL170s G6 (3.06 GHz, Intel Xeon X5675 processor) ProLiant SL6500  Oct 4, 2011 | HTML | Text",8,Oracle,Intel Xeon X5675,3067,16,96,192,128,3322,"['ProLiant SL170s G6 (3.06 GHz', ' Intel Xeon X5675 processor) ProLiant SL6500  Oct 4', ' 2011 ']",3, 2011 ,ProLiant SL170s G6 (3.06 GHz  Intel Xeon X5675 processor) ProLiant SL6500 ,Intel
Hewlett-Packard Company,"ProLiant DL360 G7 (3.07 GHz, Intel Xeon X5675 processor)  Oct 19, 2011 | HTML | Text",1,Oracle,Intel Xeon X5675,3067,2,12,24,16,3329,"['ProLiant DL360 G7 (3.07 GHz', ' Intel Xeon X5675 processor)  Oct 19', ' 2011 ']",3, 2011 ,ProLiant DL360 G7 (3.07 GHz  Intel Xeon X5675 processor)  ,Intel
Hewlett-Packard Company,"ProLiant DL165 G7 (2.30 GHz, AMD Opteron 6276 processor)  Nov 14, 2011 | HTML | Text",1,IBM,AMD Opteron 6276,2300,2,32,32,32,2881,"['ProLiant DL165 G7 (2.30 GHz', ' AMD Opteron 6276 processor)  Nov 14', ' 2011 ']",3, 2011 ,ProLiant DL165 G7 (2.30 GHz  AMD Opteron 6276 processor)  ,AMD
Hewlett-Packard Company,"ProLiant DL385p Gen8 (2.50 GHz, AMD Opteron 6380 processor)  Dec 3, 2012 | HTML | Text",1,IBM,AMD Opteron 6380,2500,2,32,32,64,4116,"['ProLiant DL385p Gen8 (2.50 GHz', ' AMD Opteron 6380 processor)  Dec 3', ' 2012 ']",3, 2012 ,ProLiant DL385p Gen8 (2.50 GHz  AMD Opteron 6380 processor) ,AMD
Hewlett-Packard Company,"ProLiant DL560 Gen9  Sep 29, 2015 | HTML | Text",1,IBM,Intel Xeon E5-4669 v3 2.10 GHz,2100,4,72,144,128,NC,"['ProLiant DL560 Gen9  Sep 29', ' 2015 ']",2, 2015 ,ProLiant DL560 Gen9  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant DL580 G3  Feb 17, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor 7020,2660,4,8,16,16,61.1,"['ProLiant DL580 G3  Feb 17', ' 2011 ']",2, 2011 ,ProLiant DL580 G3  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant DL580 G4  Feb 17, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor 7110M,2600,4,8,16,16,114,"['ProLiant DL580 G4  Feb 17', ' 2011 ']",2, 2011 ,ProLiant DL580 G4  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant ML110 G4  Feb 17, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor 3040,1860,1,2,2,4,268,"['ProLiant ML110 G4  Feb 17', ' 2011 ']",2, 2011 ,ProLiant ML110 G4  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant ML110 G5  Feb 17, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor 3075,2660,1,2,2,4,431,"['ProLiant ML110 G5  Feb 17', ' 2011 ']",2, 2011 ,ProLiant ML110 G5  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant DL360 G4p (Historical)  Feb 23, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor 3.4 GHz,3400,2,2,1,6,95.9,"['ProLiant DL360 G4p (Historical)  Feb 23', ' 2011 ']",2, 2011 ,ProLiant DL360 G4p (Historical)  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant ML110 G3 (Historical)  Feb 23, 2011 | HTML | Text",1,Oracle,Intel Pentium D Processor 930,3000,1,2,2,4,190,"['ProLiant ML110 G3 (Historical)  Feb 23', ' 2011 ']",2, 2011 ,ProLiant ML110 G3 (Historical)  ,Intel
Hewlett-Packard Company Intel Corp.,"ProLiant DL580 G5 (Historical)  Feb 23, 2011 | HTML | Text",1,Oracle,Intel Xeon Processor E7330,2400,4,16,16,64,489,"['ProLiant DL580 G5 (Historical)  Feb 23', ' 2011 ']",2, 2011 ,ProLiant DL580 G5 (Historical)  ,Intel
"Hitachi, Ltd.","HA8000/RS440 (AK1)  Feb 23, 2011 | HTML | Text",1,IBM,Intel Xeon X7560,2260,4,32,64,128,1212,"['HA8000/RS440 (AK1)  Feb 23', ' 2011 ']",2, 2011 ,HA8000/RS440 (AK1)  ,Intel
"Hitachi, Ltd.","HA8000/SS10 (DK1)  Feb 23, 2011 | HTML | Text",1,IBM,Intel Core i3-540,3067,1,2,4,8,1701,"['HA8000/SS10 (DK1)  Feb 23', ' 2011 ']",2, 2011 ,HA8000/SS10 (DK1)  ,Intel
"Hitachi, Ltd.","HA8000/TS10 (FK1)  Feb 23, 2011 | HTML | Text",1,IBM,Intel Xeon X3480,3067,1,4,8,8,2018,"['HA8000/TS10 (FK1)  Feb 23', ' 2011 ']",2, 2011 ,HA8000/TS10 (FK1)  ,Intel
"Hitachi, Ltd.","HA8000/RS110 (CK1)  Feb 23, 2011 | HTML | Text",1,IBM,Intel Xeon X3480,3067,1,4,8,8,1787,"['HA8000/RS110 (CK1)  Feb 23', ' 2011 ']",2, 2011 ,HA8000/RS110 (CK1)  ,Intel
"Hitachi, Ltd.","BS320 Server Blade C51P5 Server Chassis BS320A  Feb 23, 2011 | HTML | Text",10,IBM,Intel Xeon X5675,3067,20,120,240,240,2377,"['BS320 Server Blade C51P5 Server Chassis BS320A  Feb 23', ' 2011 ']",2, 2011 ,BS320 Server Blade C51P5 Server Chassis BS320A  ,Intel
"Hitachi, Ltd.","HA8000/TS20 (LK1)  Mar 9, 2011 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,24,2075,"['HA8000/TS20 (LK1)  Mar 9', ' 2011 ']",2, 2011 ,HA8000/TS20 (LK1) ,Intel
"Hitachi, Ltd.","HA8000/RS210 (LK1)  Mar 9, 2011 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,24,2125,"['HA8000/RS210 (LK1)  Mar 9', ' 2011 ']",2, 2011 ,HA8000/RS210 (LK1) ,Intel
"Hitachi, Ltd.","HA8000/RS220 (LK1)  Mar 9, 2011 | HTML | Text",1,IBM,Intel Xeon X5670,2933,2,12,24,24,2126,"['HA8000/RS220 (LK1)  Mar 9', ' 2011 ']",2, 2011 ,HA8000/RS220 (LK1) ,Intel
"Hitachi, Ltd.","BS2000 Server Blade E55A2 Server Chassis BS2000A  Mar 9, 2011 | HTML | Text",8,IBM,Intel Xeon X5675,3067,16,96,192,192,2059,"['BS2000 Server Blade E55A2 Server Chassis BS2000A  Mar 9', ' 2011 ']",2, 2011 ,BS2000 Server Blade E55A2 Server Chassis BS2000A ,Intel
"Hitachi, Ltd.","HA8000-bd/BD10X1 HA8000-bd 5U Base Unit  Apr 12, 2011 | HTML | Text",40,IBM,Intel Core i7 610E,2533,40,80,160,320,1856,"['HA8000-bd/BD10X1 HA8000-bd 5U Base Unit  Apr 12', ' 2011 ']",2, 2011 ,HA8000-bd/BD10X1 HA8000-bd 5U Base Unit  ,Intel
"Hitachi, Ltd.","HA8000/RS210 (AL)  Aug 10, 2011 | HTML | Text",1,IBM,Intel Xeon X5675,3066,2,12,24,48,2229,"['HA8000/RS210 (AL)  Aug 10', ' 2011 ']",2, 2011 ,HA8000/RS210 (AL)  ,Intel
"Hitachi, Ltd.","HA8000/RS220 (AL)  Aug 10, 2011 | HTML | Text",1,IBM,Intel Xeon X5675,3066,2,12,24,48,2204,"['HA8000/RS220 (AL)  Aug 10', ' 2011 ']",2, 2011 ,HA8000/RS220 (AL)  ,Intel
"Hitachi, Ltd.","HA8000/TS20 (AL)  Aug 10, 2011 | HTML | Text",1,IBM,Intel Xeon X5675,3066,2,12,24,48,2149,"['HA8000/TS20 (AL)  Aug 10', ' 2011 ']",2, 2011 ,HA8000/TS20 (AL)  ,Intel
